label-coarse,label-fine,text
3,6,b'What occupation has the highest divorce rate ?'
3,4,"b""What was the name of `` The Muppets '' creator ?"""
0,9,b'What made the short-lived Star Hawks strip so unique ?'
1,14,b'What are emblazoned on the Jolly Roger ?'
0,12,b'What do you say to a friend who ignores you for other friends ?'
4,13,b'How many school districts are there in the United States ?'
3,4,b'Who did Bobby Fischer beat to win the world chess championship ?'
4,25,b'What is average salary of restaurant manager in United States ?'
3,6,"b""What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?"""
3,4,b'Who found Hawaii ?'
0,7,b'What is a common dolphin ?'
0,9,b'Why do they call a hamburger a hamburger when there is no ham ?'
3,4,"b'What actor , who had greatest fame on TV , became the father of triplets ?'"
4,13,b'How many watts make a kilowatt ?'
3,4,b'Who asked you to do the Loco-Motion with her in 1962 ?'
3,4,b'Who starred in the movie The War of the Worlds ?'
0,7,b'What is platinum ?'
1,17,"b""What beer is ` rockin ' America ? ''"""
4,13,b'A normal human pregnancy lasts how many months ?'
0,0,b'How do you do a topic outline ?'
3,4,"b""Who wrote the book , `` Song of Solomon '' ?"""
5,14,b'Where does the U.S. get most of its energy ?'
0,9,b'Why is hockey so violent ?'
1,14,b'What did Englishman John Hawkins begin selling to New World colonists in 1562 ?'
0,12,"b""What is the origin of the city `` Corpus Christi '' ?"""
5,18,"b'What country claimed Rubens , Van Dyck and Bruegel as citizens ?'"
4,8,b'What time does Wee Willie Winkie run through the town ?'
3,4,b'Who invented the Wonderbra ?'
2,3,b'What does BTU mean ?'
3,4,b'Who created the character of Scrooge ?'
1,2,b'What is the name given to a group of geese ?'
5,11,b'Which two states enclose Chesapeake Bay ?'
4,13,b'How much time does the blinking of an eye take ?'
3,4,"b""Who wrote ` Hamlet ' ?"""
5,14,b'What was the birthplace of Edgar Allen Poe ?'
0,7,b'What is a horologist ?'
4,40,b'How far can a man travel in outer space ?'
1,17,b'What food did Marco Polo introduce into Italy from the court of Kubla Khan ?'
0,9,b'Why did several San Diego schools stop serving apples to students ?'
5,11,b'What state on the Gulf of Mexico has its lowest point five feet below sea level ?'
0,0,b'How do I stop background noise in a car stereo ?'
4,8,"b""When was Dubai 's first concrete house built ?"""
1,26,b'What is the brand name of a chemical used to control ripening ?'
1,36,"b""What 's the international radio code word for the letter B ?"""
3,4,"b""What boxer 's life story is titled Raging Bull ?"""
0,9,"b""What causes `` rolling thunder '' ?"""
0,0,b'How effective are condoms in protecting against AIDS ?'
4,27,b'At what age did Rossini stop writing opera ?'
0,12,"b""What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?"""
0,12,b'What is the difference between a bottle and a jar ?'
1,17,b'What spice do chefs pay the most for ?'
4,8,"b""When is President Nixon 's birthday ?"""
1,2,b'What was the first domesticated bird ?'
5,14,b'Where could I go to take a ride on a steam locomotive ?'
1,23,b'What is a fear of drinking ?'
4,8,b'What year did Apartheid start ?'
1,1,"b""What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?"""
3,4,b'What famous singing cowboy owns the California Angels baseball team ?'
3,4,b'Who wrote The Secret Life of Walter Mitty ?'
0,12,b'What do Japanese school uniforms look like ?'
1,23,"b'What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?'"
3,4,b'Who would you use the Heimlich maneuver on ?'
5,14,b'Where can I find info on research being done on oilseeds thru genetics ?'
2,34,b'What is the abbreviation for Original Equipment Manufacturer ?'
5,14,"b""Where can I find a list of `` classic '' books 5th and 6th graders should read ?"""
3,4,"b""What woman was Time 's Man of the Year for 1952 ?"""
1,28,b'What kind of crystals exist ?'
1,2,b'Which killer whale died at Sea World of a fungal infection ?'
1,10,"b'What World War I battle saw 6 , 0 troops killed in one day ?'"
5,14,b'Where did surfing originate ?'
1,14,b'What can I use to remove the stubborn gummed labels from some diskettes ?'
0,9,b'Why was the zipper invented ?'
0,12,b'What is the origin of thank you notes ?'
5,14,b'Where was Poe born ?'
3,4,"b'What woman has carried the most multiple births , twins , triplets , etc. , ?'"
0,9,b'Why are ice cream sundaes called sundaes ?'
3,4,b'Who are the top 10 richest people in the world ?'
5,14,"b'What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?'"
5,18,b'What country did King Gustav V reign over from 197 to 195 ?'
1,2,b'What horse did Zorro ride ?'
3,4,"b""What is Rona Barrett 's married name ?"""
3,4,"b'Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?'"
1,22,b'Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?'
3,4,b'Who were the head writers for the Smothers Brothers Comedy Hour ?'
4,13,"b""How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?"""
0,7,b'What is the Order of the Arrow in Boy Scouts ?'
5,14,"b'Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?'"
3,4,b'What character narrates Treasure Island ?'
3,5,"b""What 's the name of Pittsburgh 's baseball team ?"""
1,22,"b""What 's the colored part of the eye called ?"""
3,4,"b""What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?"""
3,4,b'Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .'
1,19,b'What color tennis balls are used at Wimbledon ?'
0,7,b'What does the Latin ante mortem mean ?'
1,2,b'What are birds descendents of ?'
5,18,b'What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?'
1,1,b'What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?'
1,14,b'What class is categorized as the bourgeoisie ?'
1,1,b'What movie did Madilyn Kahn star in with Gene Wilder ?'
1,17,"b""What 's the main vegetable in vichyssoise ?"""
1,1,"b""What film was based on the play Everybody Comes to Rick 's ?"""
0,7,b'What is a serigraph ?'
3,4,b'What director made one silent and one sound version of The Ten Commandments ?'
5,18,"b""What country 's royal house is Bourbon-Parma ?"""
3,4,"b""Who plays the cop in the movie `` Kindergarten Cop '' ?"""
3,5,b'What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?'
5,24,b'What is the tallest mountain ?'
3,5,b'What are the five most popular Usenet groups ?'
3,6,"b""What was Eduard Shevardnadze 's job in the Soviet Union ?"""
1,10,b'What is the mission of Nike ?'
5,18,"b""What country boasts Ismail 's Palace and the Palace of King Farouk ?"""
0,7,b'What is the classic definition of tragic hero ?'
0,7,b'What is a bone marrow transplant ?'
5,14,b'Where did Victor Hugo spend his exile ?'
5,14,b'Where is Procter & Gamble based in the U.S. ?'
4,45,b'How much does a poodle weigh ?'
0,9,b'Why do people shake hands to show friendliness ?'
1,14,b'What did Louis Cartier invent for aviator Santos Dumont in 1940 ?'
1,10,b'What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?'
4,13,b'How many countries watch MTV Europe ?'
1,1,b'What was the first Sam Spade novel ?'
4,25,"b'Dialing , 900 , 740-TREE to have a tree planted will cost how much ?'"
3,4,b'Who is behind the name of the Harvey Wallbanger drink ?'
0,7,"b""What is a Chinese `` spouting '' bowl ?"""
1,20,"b""What 's a Craps player called ?"""
5,14,b'What is Bill Gates of Microsoft E-mail address ?'
0,12,"b""What is the origin of the word `` attic '' ?"""
1,1,b'What is the best-selling television soundtrack of all time ?'
4,8,b'When did they canonize the Bible ?'
3,5,b'Name the three races unleashed by the Celestials in Marvel comics .'
3,4,"b""What is Michael Jackson 's middle name ?"""
0,12,"b'What clause in the U.S. Constitution may not be changed , altered or amended ?'"
1,20,b'What is Chiricahua the name of ?'
3,4,b'Who is the founder of Scientology ?'
4,13,b'How many miles is it from NY to Austria ?'
5,21,b'What is the capital of Italy ?'
3,4,b'What was the name of the lawyer who represented Randy Craft ?'
1,31,b'What are some tips for building a fire in a fireplace ?'
0,7,b'What is typhoid fever ?'
3,4,"b""Who is Mia Farrow 's mother ?"""
5,18,b'What country was Mikhail Gorbachev the leader of ?'
1,36,"b""What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?"""
1,23,b'What is a fear of cholera ?'
3,4,"b""Who wrote the Farmer 's Almanac ?"""
1,1,b'Which Kevin Costner movie involves the Sioux Indians ?'
0,12,b'What motto ended Merrie Melodies cartoons ?'
3,4,"b'What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?'"
3,4,b'What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?'
0,12,"b'What is the history of Spartacus , the Roman slave and gladiator ?'"
3,4,b'Who retired with 755 home runs to his credit ?'
3,4,"b""What astronomer-architect designed the present St. Paul 's Cathedral in London ?"""
0,7,b'What does Venus Retrograde mean ?'
5,14,b'Where did Dylan Thomas die ?'
0,7,"b""What is June 's birthstone ?"""
5,14,b'Where can I get U.S. economic statistics ?'
3,4,b'What is the name of the managing director of Apricot Computer ?'
1,1,"b""What 's the second-biggest-selling magazine in America ?"""
0,0,b'How can you be happy ?'
4,13,b'How many propellers helped power the plane the Wright brothers flew into history ?'
0,12,b'What is the difference between a preface and a foreword ?'
5,14,b'Where can I read about Chiang Kai-shek ?'
1,14,"b""What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?"""
3,5,b'Which major diamond producer is based in South Africa ?'
3,4,"b'Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?'"
5,14,"b'What river runs through Colorado , Kansas , and Oklahoma ?'"
3,5,b'What are the residents of the island of Lesbos called ?'
3,4,b'What crooner joined The Andrews Sisters for Pistol Packin Mama ?'
1,31,b'What is a technique popularly used to detect birth defects ?'
4,13,b'How many minutes were there on the original GE College Bowl clock ?'
5,18,b'What are the top five oil-producing countries in the world ?'
4,27,b'How long do cardinal eggs incubate ?'
0,7,b'What is a nanometer ?'
1,20,b'Name the Islamic counterpart to the Red Cross .'
5,14,b'Where did the Maya people live ?'
0,0,b'How do you recognize anorexia ?'
1,2,b'What animal was the heat-seeking missile called the Sidewinder named for ?'
3,4,b'Who was the 3rd president of the United States ?'
1,2,b'Name four famous cartoon cats .'
1,1,"b""What Erica Jong novel deals with Isadora Wing 's fear ?"""
3,4,b'Who is the famous sister of actress Olivia De Havilland ?'
0,12,b'What does a nihilist believe in ?'
1,14,"b""What is the biggest `` thing '' humans have made ?"""
5,21,"b""What city boasts Penn 's Landing , on the banks of the Delaware river ?"""
3,4,b'Who played Al Jolson in the Jolson Story ?'
3,4,b'What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?'
3,4,"b""Who wrote : `` Poems are made by fools like me but only God can make a tree '' ?"""
3,4,"b""Who said `` the only thing we have to fear is fear itself '' ?"""
1,26,b'What product did Robert Conrad dare people to knock off his shoulder ?'
4,13,b'How many American soldiers remain unaccounted from the Vietnam war ?'
1,28,"b'What molecules include fluorine , sodium and magnesium ?'"
0,12,b'What do you know about multicultural and multilingual schools ?'
4,27,b'How long does it take for your blood to make one complete trip through the body ?'
3,4,b'In the past 8 years who have the MVP players for the NHL been ?'
3,4,b'What bottled-up TV character was born in Baghdad ?'
0,0,b'How can I gain access to a spy satelite ?'
4,13,b'How many gallons of water go over Niagra Falls every second ?'
5,18,b'What Asian country once thrilled to the sport of cricket fighting ?'
3,5,b'What company sells the most greeting cards ?'
3,4,b'Who is the current prime minister and president of Russia ?'
1,14,"b""In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?"""
1,20,"b""What 's the term for a bet before cards are dealt ?"""
4,13,b'How many Grammys did Michael Jackson win in 1983 ?'
3,4,b'Who is the Voyager project manager ?'
5,21,b'What city hosted the first Winter Olympics in Asia ?'
1,2,"b""What is the name of the Family Circus 's dog ?"""
1,20,"b'What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?'"
5,18,"b'What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?'"
0,7,b'What is the Home Rule Act ?'
5,11,b'What state did Helen Keller call home ?'
3,4,"b""Who sings Angel Eyes from the 80 's ?"""
3,4,"b""Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"""
5,14,b'Where is the Rose Bowl played ?'
3,4,b'Which is the only Dick Tracy villain to appear three times ?'
5,14,b'What is the best online games site ?'
5,18,b'What two countries contain Sierra Nevada mountains ?'
2,3,b'CNN is an acronym for what ?'
4,25,"b""How much did a McDonald 's hamburger cost in 1963 ?"""
4,13,b'How much electricity does the brain need to work ?'
5,14,"b'What is the location of Edinburgh , Scotland ?'"
1,22,b'What dangles over the tongue from the palate ?'
1,20,"b""What 's the term for an organism that lives on or in another ?"""
1,1,b'What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?'
4,13,b'What is the most number of goals scored by a single team in an NHL hockey game ?'
0,7,b'What is prepared mustard ?'
5,14,b'Where can I find a case on Americans with Disabilities Act of 199 ?'
3,4,b'Which of these are authors ?'
1,22,b'What is the only gland in humans that can regenerate itself ?'
5,14,b'Where were the 196 Summer Olympics held ?'
3,4,b'Who was the 1st U.S. President ?'
1,10,b'What is the name of the American literary era that includes 1896 ?'
3,4,b'What two US biochemists won the Nobel Prize in medicine in 1992 ?'
0,12,b'What are the Arabic Numerals from 1 to 10 ?'
3,4,"b""When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?"""
1,14,"b'What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?'"
1,23,b'What is a fear of strong light ?'
4,13,b'How many people have been Captain America ?'
3,4,"b""What author landed a 468-pound marlin without harness in the early 193 's ?"""
3,4,"b""What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?"""
5,14,b'What island has a park called The Battery at is southern tip ?'
5,14,b'Where is the Kentucky Horse Park located ?'
1,1,b'Name a film in which Jude Law acted .'
1,44,b'What kind of rocket launched the Surveyor spacecraft ?'
3,4,b'What TV character sired a horse named Thunder ?'
5,14,b'Where is the Isle of Man ?'
5,21,b'What is the most populated city in the world ?'
5,14,b'Where was George Washington born ?'
5,18,b'In what country is Lund ?'
0,7,"b""What was an `` Asiento '' ?"""
5,11,b'In what state was there an 11 million gallon oil spill ?'
0,7,b'What is Cabarnet Sauvignon ?'
4,13,b'How many meters are in a mile ?'
4,8,b'When did Amtrak begin operations ?'
3,4,"b'Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?'"
3,4,"b""Who is Karenna Gore , Al Gore 's oldest daughter , married to ?"""
4,14,b'What does 7847+5943 equal ?'
5,24,b'What mountain range extends from the Gulf of St. Lawrence to Alabama ?'
2,3,b'What is RCD ?'
0,12,b'What is the cultural origin of the ceremony of potlatch ?'
1,10,b'What historical event happened in Dogtown in 1899 ?'
3,4,"b""In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?"""
1,29,b'What kind of a sports team is the Wisconsin Badgers ?'
4,8,b'When was Ozzy Osbourne born ?'
3,5,b'What group asked the musical question Do You Believe in Magic ?'
1,14,b'What is after death ?'
1,23,b'What is a fear of speaking ?'
1,1,"b""What was Mel Gibson 's first movie ?"""
1,17,b'What do chefs call The Master Spice ?'
0,9,b'What are tonsils for ?'
2,3,b'What is SVHS ?'
3,4,b'Who directed Citizen Kane ?'
0,9,"b""Why are lions called `` King of the Jungle '' ?"""
4,13,b'How many wings does a flea have ?'
1,10,b'What war did the Potsdam Conference follow ?'
3,4,b'Who wrote The Look of Love after viewing Ursula Andress ?'
1,28,b'What does ribavirin consist of ?'
0,9,"b""Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?"""
3,4,"b'Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .'"
3,5,"b""What name did football 's New York Titans adopt in 1963 ?"""
3,4,b'Who is the Antichrist ?'
1,1,b'What is the name of the song that Dracula plays on the organ ?'
1,23,b'What is a fear of passing high objects ?'
3,4,b'Who is the richest woman in the world ?'
0,12,b'What is the origin of the word Marijuana ?'
4,14,b'What is the chemical reactivity of neon ?'
0,7,b'What does Aaron mean ?'
4,13,b'How many members of a family could be drafted in the U.S. military during World War II ?'
4,13,b'How many fingers are used to draw a bow ?'
5,24,b'What are the four largest mountain ranges on the Asian continent ?'
5,14,b'What building built in 18 contains 327 miles of book shelves ?'
4,13,b'How many bails are there in a cricket wicket ?'
0,7,"b""What 's a male `` cuckquean '' ?"""
3,4,b'What TV sitcom character had the maiden name Ethel Potter ?'
0,7,b'What is Butterfield 8 in Butterfield 8 ?'
3,4,"b""What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?"""
5,18,b'Jackson Pollock was a native of what country ?'
3,4,b'What is the most common name ?'
0,0,b'How is a hydrogen bomb different from a nuclear bomb ?'
5,21,b'What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?'
3,4,b'What baseball player was walked the most times ?'
4,13,"b""What 's the American dollar equivalent for 8 pounds in the U.K. ?"""
0,7,b'What is fiber in food ?'
5,14,b'What is the largest shopping mall in the world ?'
0,12,b'What did John Hinckley do to impress Jodie Foster ?'
3,4,b'Who was the inventor of the stove ?'
3,4,b'Who was the oldest U.S. president ?'
1,2,b'What animals can live the longest without food ?'
1,14,b'What were millions of kids wearing on their heads in 1955 ?'
0,12,b'What happens when a body part falls asleep ?'
4,32,b'What is the acreage of the Chappellet vineyard ?'
0,7,b'What is a heuristic ?'
4,13,b'How many people die of tuberculosis yearly ?'
3,12,b'Who is Nicolo Paganini ?'
4,13,b'What is the world population as of today ?'
0,12,"b""What did Delilah do to Samson 's hair ?"""
3,4,"b""Who makes the `` Die Hard '' car battery ?"""
3,4,"b'What is the real name of the singer , Madonna ?'"
5,14,"b""What 's the farthest planet from the sun ?"""
3,12,b'Who is Zebulon Pike ?'
1,42,"b""What is the trademark of a Washington Redskin 's fan ?"""
1,29,"b""What 's the most popular four-player game of all time ?"""
0,7,b'What is a cullion ?'
0,12,b'What was the verdict in the trial of Lizzie Borden ?'
1,1,b'What film or films has Jude Law appeared in ?'
1,17,"b""What rum is so `` mixable '' it is a one-brand bar ?"""
0,7,b'What are Maid-Rites ?'
0,7,b'What is a nematode ?'
5,14,b'What river flows past the Temple of Karnak ?'
3,4,b'What attorneys work for The Center for the Defense of Free Enterprise ?'
1,1,b'What songs were popular in 1948 ?'
4,8,b'When are sheep shorn ?'
2,3,"b""What does the `` c '' stand for in the equation E=mc2 ?"""
0,7,b'What was a Mae West on a World War II battleship ?'
3,5,"b""What school does Tom attend in Tom Brown 's School Days ?"""
4,25,b'How much do drugs to treat tuberculosis cost ?'
5,14,b'Where was Tesla born ?'
1,14,b'What is the mascot for Notre Dame University ?'
3,4,b'Who did Sonny Liston succeed as world heavyweight boxing champion ?'
3,4,b'What is a person called that likes fire ?'
4,27,b'How long did Shea and Gould practice law in Los Angeles ?'
3,4,b'What author was appointed U.S. ambassador to Spain in 1842 ?'
1,29,b'What sport does Chris Jogis play ?'
5,14,b'Where did Woodstock take place ?'
3,5,b'Which Japanese car maker had its biggest percentage of sale in the domestic market ?'
1,17,b'What kind of fruit is a Yellow Transparent ?'
4,13,"b'What is the population of Arcadia , Florida ?'"
4,13,b'How many people die from tuberculosis each year ?'
0,7,b'What is making love ?'
2,3,b'What does the acronym CPR mean ?'
3,5,"b'What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?'"
1,1,b'What TV game show once saw a contestant admit to picking his toes in the shower ?'
4,13,b'How many islands does Fiji have ?'
5,21,b'What city houses the U.S. headquarters of Procter and Gamble ?'
1,1,b'Stuart Hamblen is considered to be the first singing cowboy of what ?'
1,2,b'What animals did The Amazing Three masquerade as ?'
3,4,b'Who held the endurance record for women pilots in 1929 ?'
0,7,b'What does the number 33 on the Rolling Rock beer bottle mean ?'
0,9,b'Why is Indiglo called Indiglo ?'
4,13,b'How many years did Sleeping Beauty sleep ?'
5,24,b'What are the four largest mountain ranges in the continental United States ?'
3,4,b'What famous comic strip character died of acne ?'
3,5,"b""What army 's motto is Blood and Fire ?"""
3,4,b'Who invented the road traffic cone ?'
5,14,b'Where did Sarge Steel get his metal hand ?'
3,4,b'Who told all in Ball Four ?'
5,14,b'Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?'
4,13,b'What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?'
0,0,b'How is Answers.com different from KnowPost.com ?'
4,13,"b""How many stars are there on the Soviet Union 's flag ?"""
1,20,"b""What 's a `` Drinker respirator '' better known as ?"""
0,7,b'What is a philanthropist ?'
1,2,b'What five-time winner of the Kentucky Derby lost his first 25 races ?'
0,0,b'How do I check if my modem is v.9 compatible ?'
3,5,b'Name the tree growing company .'
3,5,b'What card company sells Christmas ornaments ?'
3,4,"b""Who makes chicken `` finger lickin '' good ?"""
4,8,b'When did Princess Diana and Prince Charles get married ?'
3,4,"b""Who played the original Charlie 's Angels ?"""
4,32,b'What is the size of Argentina ?'
3,4,"b""Who is Snoopy 's arch-enemy ?"""
5,14,b'Where is the Henry Ford Museum ?'
1,20,b'What are dinosaur droppings called ?'
0,12,"b""What is the origin of the word `` Teddy bear '' ?"""
4,13,b'How many corners does a spritsail have ?'
4,8,b'When was the De Beers company founded ?'
1,31,b'What basketball maneuver did Bert Loomis invent ?'
5,14,b'Where did guinea pigs originate ?'
3,4,b'Who is the prophet of the religion of Islam ?'
4,13,b'How many degrees cooler is the inside of a cucumber than the air outside ?'
0,7,b'What is a virtual IP address ?'
1,2,b'What film canine is buried in Pere-Lachaise cemetery in Paris ?'
4,40,b'How far can a human eye see ?'
4,14,b'What are the unemployment statistics for the years 1965 and 1990 ?'
0,12,b'What is the origin of the term soda jerk ?'
4,8,b'When was the first Wall Street Journal published ?'
5,18,b'What was the nationality of Jackson Pollock ?'
0,9,"b""Why do you say `` God bless you '' when people sneeze ?"""
1,1,b'What are the shortest and the longest songs ever produced ?'
1,14,b'What are the developmental stages of a swimmer ?'
3,5,b'What college produced the most winning Super Bowl quarterbacks ?'
0,7,"b""What 's the meaning of the zoological term ruminant ?"""
4,13,b'How many real fruit juices are there in a can of Hawaiian Punch ?'
0,12,b'What is the difference between khaki and chino ?'
3,4,b'Name 11 famous martyrs .'
5,14,b'Where is the massive North Korean nuclear complex located ?'
5,18,b'What country boasts the most dams ?'
3,4,"b""What is Dr. Ruth 's last name ?"""
1,19,b'What colors make up a rainbow ?'
3,12,b'Who was Confucius ?'
5,14,"b""What 's the nearest star to Earth ?"""
4,41,b'How hot should the oven be when making Peachy Oat Muffins ?'
5,18,b'What country in Latin America is the largest one ?'
4,13,b'How many Jews were executed in concentration camps during WWII ?'
1,14,b'What did Martin Luther post on the church door at Wittenberg ?'
0,9,b'Why does a candle need a wick ?'
1,26,b'What is the brand name of the chemical daminozide ?'
4,13,b'How many horses are there on a polo team ?'
4,13,b'How many people are there in the world ?'
0,7,"b""What is the meaning of `` CPR '' ?"""
1,26,"b""Name the disposable razor that `` costs about 19 cents . ''"""
0,0,b'How does a rainbow form ?'
3,4,b'Who was the first woman golfer to earn a million ?'
1,29,"b""What 's the most popular form of gambling with women in Las Vegas ?"""
5,18,b'What country has been called The Queen of the Antilles ?'
5,14,b'What river is Windsor Castle on ?'
1,1,b'What song put James Taylor in the limelight ?'
5,14,b'Where is Belize located ?'
0,7,b'What is sound ?'
0,9,b'What are Cushman and Wakefield known for ?'
0,0,b'How is plastic made ?'
5,24,"b""What is the world 's highest peak ?"""
1,17,"b""Which mayonnaise refers to itself as `` real '' mayonnaise ?"""
3,4,b'Who does data collection in tourism ?'
1,20,b'What is the dot on an the letter i called ?'
3,4,"b""What World War II leader declared : `` The blow has been struck '' ?"""
4,13,b'How many major Nazi leaders went on trial after the war at Nuremberg ?'
4,13,b'How many people live in cities ?'
4,39,b'What seven digits follow the area code in the number for long distance information ?'
3,4,b'What future Soviet dictator was training to be a priest when he got turned on to Marxism ?'
4,8,b'When did Muhammad live ?'
3,4,b'What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?'
4,27,b'How long do flies live ?'
0,12,b'What happened in the Long March ?'
1,17,b'What is the most radioactive food ?'
1,2,"b""What are the three animals in Sheila Burnford 's The Incredible Journey ?"""
5,14,b'What London street is the home of British journalism ?'
3,4,b'Who shoplifts ?'
1,1,b'What is the name of the Michelangelo painting that shows two hands with fingers touching ?'
4,8,b'When are the Oscars Academy Awards in 1999 ?'
3,4,"b""What actor came to dinner in Guess Who 's Coming to Dinner ?"""
5,14,b'What are tourist attractions in Reims ?'
3,4,"b""Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?"""
3,4,"b""Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?"""
1,26,b'Which two products use a tiger as their symbol ?'
1,33,b'Ray Charles is best known for playing what instrument ?'
1,37,b'What is the primary language of the Philippines ?'
1,23,"b""What is the world 's deadliest infectious disease ?"""
1,1,b'What software offers inventors use of CAD-like design ?'
4,13,"b""How many `` No '' answers was the What 's My Line ? panel allowed ?"""
4,13,b'How many students attend the University of Massachusetts ?'
4,8,b'In what year was De Gaulle elected president of France ?'
2,3,"b""What do the letters ZIP stand for in the phrase `` ZIP code '' ?"""
3,4,b'Who created Dennis the Menace ?'
5,14,b'What kind of habitat does the scorpion live in ?'
5,14,b'What direction do most baseball pitchers pitch toward ?'
5,14,b'Where can I find a website that gives comparisons of good prices ?'
3,4,b'Who claims to have the greatest show on earth ?'
5,18,b'What country did King Wenceslas rule ?'
0,7,b'What is a neurosurgeon ?'
5,18,"b""What two South American countries do n't border Brazil ?"""
3,12,b'Who is Johnny Carson ?'
1,10,b'What are some science fair projects for 8th graders ?'
5,21,b'What city did the Mormons establish as their headquarters in 1847 ?'
0,0,b'How do birds find their way back to the same place every year ?'
3,5,b'What was the previous name for the Commonwealth ?'
0,0,b'How did Jayne Mansfield die ?'
3,4,b'Who founded the first aerodynamics laboratory in 1912 ?'
5,18,b'What country boasts the most cars per mile of road ?'
1,29,"b'What sport features slotbacks , tailbacks , and touchbacks ?'"
1,14,b'What format was the major competition of VHS ?'
1,17,b'What powdered soft drink mix went into space ?'
4,13,b'What is the goat population of the world ?'
3,5,b'What corporation does Madonna advertise for ?'
5,14,b'Where can an individual get a contact lens tested that burned the entire surface of eye when new ?'
3,4,b'What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?'
5,14,b'Where is the Virtual Desk Reference ?'
0,7,"b""What 's a water funnel ?"""
1,20,"b""What 's a male witch called ?"""
4,40,b'How far away is the moon ?'
3,4,b'Who banned Peter Rose from baseball for betting on games ?'
1,14,b'What does it take to become a lawyer ?'
0,12,"b'What is the origin of the word , magic ?'"
4,8,b'When did Charles Lindbergh die ?'
0,7,b'What is artificial intelligence ?'
5,14,b'What are the names of all the seas in the world and what ocean do they drain into ?'
0,7,b'What is a stratocaster ?'
5,14,b'Where can I find info on Alexander Mackenzie ?'
5,21,b'What is the capital of Burkina Faso ?'
4,13,b'How many cables support the main span of the Golden Gate Bridge ?'
1,44,"b""What 's the name of Jacques Cousteau 's research ship ?"""
4,25,b'What debts did Qintex group leave ?'
0,12,b'What does Esa-Pekka Salonen look like ?'
0,0,b'How does Belle describe her life in Beauty and the Beast ?'
3,6,"b""What is Steve Rogers 's profession when he 's not Captain America ?"""
3,4,b'Who did the Seven Mules block for ?'
3,4,b'Who invented Astroturf ?'
0,12,b'What is the difference between pop music and rock and roll ?'
0,9,"b""Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?"""
4,13,b'How many astronauts have been on the moon ?'
0,7,b'What is the definition of a witch ?'
4,13,b'How many elephants are left on earth ?'
4,40,b'How wide is the Atlantic Ocean ?'
3,4,b'Rotary engines used to be made by whom ?'
4,13,b'How many disks does each player have in a four-handed game of Crokinole ?'
0,9,b'What makes you fat ?'
3,4,"b""Whose special bear 's creator was born on January 18 , 1779 ?"""
3,4,b'What father and son won the Medal of Honor ?'
1,14,b'What kind of education would you need to become an athletic trainer for the NFL ?'
3,4,b'What journalist can be found in and around Walden Puddle ?'
